Frequency response: avg_left
      "Hz"  "Mag (dB)"       "deg"
     9.888,      55.481,         0.0
    10.254,      55.398,         0.0
     10.62,      54.746,         0.0
    10.986,      53.282,         0.0
    11.353,      51.133,         0.0
    11.719,      48.963,         0.0
    12.085,      48.203,         0.0
    12.451,      48.623,         0.0
    12.817,      48.807,         0.0
    13.184,      48.504,         0.0
     13.55,      48.484,         0.0
    13.916,      49.451,         0.0
    14.282,      50.894,         0.0
    14.648,       52.14,         0.0
    15.015,      53.028,         0.0
    15.381,      53.654,         0.0
    15.747,      54.099,         0.0
    16.113,       54.31,         0.0
    16.479,      54.137,         0.0
    16.846,       53.46,         0.0
    17.212,      52.269,         0.0
    17.578,       50.77,         0.0
    17.944,       49.47,         0.0
    18.311,      48.779,         0.0
    18.677,      48.343,         0.0
    19.043,      47.446,         0.0
    19.409,      45.621,         0.0
    19.775,      43.104,         0.0
    20.142,      42.288,         0.0
    20.508,      44.004,         0.0
    20.874,      45.292,         0.0
     21.24,      45.791,         0.0
    21.606,      47.901,         0.0
    21.973,      52.094,         0.0
    22.339,      55.932,         0.0
    22.705,      58.679,         0.0
    23.071,       60.34,         0.0
    23.438,      60.955,         0.0
    23.804,      60.478,         0.0
     24.17,      58.766,         0.0
    24.536,      55.855,         0.0
    24.902,      54.314,         0.0
    25.269,       57.13,         0.0
    25.635,      60.168,         0.0
    26.001,      62.327,         0.0
    26.367,      64.104,         0.0
    26.733,      65.954,         0.0
      27.1,      67.929,         0.0
    27.466,      69.838,         0.0
    27.832,      71.573,         0.0
    28.198,      73.222,         0.0
    28.564,      74.987,         0.0
    28.931,        77.0,         0.0
    29.297,      79.185,         0.0
    29.663,      81.347,         0.0
    30.029,       83.32,         0.0
    30.396,      85.017,         0.0
    30.762,      86.405,         0.0
    31.128,      87.483,         0.0
    31.494,      88.261,         0.0
     31.86,      88.754,         0.0
    32.227,      88.974,         0.0
    32.593,      88.936,         0.0
    32.959,      88.663,         0.0
    33.325,      88.202,         0.0
    33.691,      87.639,         0.0
    34.058,      87.115,         0.0
    34.424,      86.795,         0.0
     34.79,      86.773,         0.0
    35.156,      86.993,         0.0
    35.522,      87.301,         0.0
    35.889,      87.552,         0.0
    36.255,      87.671,         0.0
    36.621,      87.651,         0.0
    36.987,      87.538,         0.0
    37.354,      87.404,         0.0
     37.72,      87.311,         0.0
    38.086,      87.281,         0.0
    38.452,      87.298,         0.0
    38.818,      87.329,         0.0
    39.185,      87.356,         0.0
    39.551,      87.384,         0.0
    39.917,      87.432,         0.0
    40.283,      87.511,         0.0
    40.649,      87.614,         0.0
    41.016,      87.724,         0.0
    41.382,      87.829,         0.0
    41.748,       87.93,         0.0
    42.114,      88.042,         0.0
     42.48,      88.177,         0.0
    42.847,      88.333,         0.0
    43.213,      88.497,         0.0
    43.579,      88.655,         0.0
    43.945,      88.801,         0.0
    44.312,      88.945,         0.0
    44.678,      89.099,         0.0
    45.044,      89.272,         0.0
     45.41,      89.467,         0.0
    45.776,      89.686,         0.0
    46.143,      89.939,         0.0
    46.509,      90.239,         0.0
    46.875,      90.581,         0.0
    47.241,      90.933,         0.0
    47.607,      91.235,         0.0
    47.974,      91.419,         0.0
     48.34,      91.428,         0.0
    48.706,      91.239,         0.0
    49.072,      90.868,         0.0
    49.438,      90.387,         0.0
    49.805,      89.924,         0.0
    50.171,      89.622,         0.0
    50.537,       89.56,         0.0
    50.903,        89.7,         0.0
     51.27,      89.932,         0.0
    51.636,      90.159,         0.0
    52.002,       90.34,         0.0
    52.368,      90.481,         0.0
    52.734,      90.613,         0.0
    53.101,      90.767,         0.0
    53.467,      90.956,         0.0
    53.833,      91.172,         0.0
    54.199,      91.394,         0.0
    54.565,      91.602,         0.0
    54.932,      91.785,         0.0
    55.298,      91.945,         0.0
    55.664,      92.094,         0.0
     56.03,      92.249,         0.0
    56.396,      92.422,         0.0
    56.763,       92.61,         0.0
    57.129,        92.8,         0.0
    57.495,      92.977,         0.0
    57.861,      93.131,         0.0
    58.228,      93.267,         0.0
    58.594,      93.398,         0.0
     58.96,      93.537,         0.0
    59.326,      93.684,         0.0
    59.692,      93.822,         0.0
    60.059,      93.927,         0.0
    60.425,      93.973,         0.0
    60.791,      93.947,         0.0
    61.157,      93.848,         0.0
    61.523,      93.683,         0.0
     61.89,      93.463,         0.0
    62.256,      93.189,         0.0
    62.622,      92.856,         0.0
    62.988,      92.451,         0.0
    63.354,      91.959,         0.0
    63.721,      91.376,         0.0
    64.087,      90.706,         0.0
    64.453,      89.967,         0.0
    64.819,      89.184,         0.0
